"Activity Type","Transaction Ref ID",Customer/CFA,"Customer/CFA ID","Customer/CFA external ID","Customer/CFA Name","Customer Address",City,"customer subtype",planned(Yes/No),"Customer/CFA Latitude","Customer/CFA Longitude","Visit Date","Visit Time","User BR ID","User Name","User Emp Role ID","user role",reportsToBRID,reportsToName,partner_name,partner_external_id,Purpose,Details,starting_km_reading,ending_km_reading,latitude,longitude,"Activity Address","Distance Away from Customer (in meters)","Synced On"
"Visit Note",10812128,Customer,18909518,"-- --","Krushimitra agro ksk-Saphale ","saphale ,  , Kardal, Konkan Division, Maharashtra, India, 401102",Kardal,Retailer,No,19.579733700000,72.819788700000,2026-01-29,12:51:09,231727,"BHAVNESH NANDKISHORE TAMORE",2617906,"Sales Rep",232909,"Sachin Fakirrao Labhade _Nashik","CFA - Pune",A521,"Customer Note",visit,,,19.579595,72.8198468,"saphale ,  , Kardal, Konkan Division, Maharashtra, 401102",16.5798,"29 Jan 2026 12:51:15 PM"
"Visit Note",10812126,Customer,16887059,"-- --","Manjra Krushi Seva Kendra ,Rameshwar ","rameshwar , latur, Latur, Rameshwar, Aurangabad Division, Maharashtra, India, 413511",Rameshwar,Retailer,No,18.518167700000,76.422201700000,2026-01-29,12:51:08,270215,"Shanvir Uttam Ingale",,"Sales Rep",239455,"Sachin Shinde_Latur","CFA - Pune",A521,"Customer Note","discuss about metzin and Zymegold",,,18.5182483,76.4222342,"1, Shri Ram Temple, Rameshwar, Maharashtra 413511, India",9.59458,"29 Jan 2026 12:51:11 PM"
Workflow,34181362,Customer,13180665,"-- --",RAVI,"ALANKULAM ,  , Kovilpatti, Tirunelveli, Tamil Nadu, India, 627754",Kovilpatti,Farmer,No,9.146620800000,77.672870400000,2026-01-29,12:51:04,253016,"Rajendran B",3545573,"Sales Rep",239803,"Sowenderrajan L _Tirunelveli","Trichy Warehouse",A772,"Farmer Revisit","Farmer Revisit",,,9.1506836,77.6677559,,720.618,"29 Jan 2026 12:51:07 PM"
Workflow,34181358,Customer,14536727,"-- --",8818906621,"gautampura,  , Gautampura, Indore Division, Madhya Pradesh, India, 453220",Gautampura,Farmer,No,22.985353400000,75.524529200000,2026-01-29,12:51:04,246798,"Rahul pandya_Goutampura",3379326,"Sales Rep",242396,"CHANDRAPAL SHEKHAWAT_INDORE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.9853943,75.5245351,"1, Tanvi automobile, beside Tanvi automobile, Gautampura, Runji Gautampura, Madhya Pradesh 453220, India",4.58821,"29 Jan 2026 12:51:04 PM"
"Customer Creation",18996190,Customer,18996190,"-- --",Eswariha,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:50:50,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Eswariha,,,,,,NA,"29 Jan 2026 12:50:51 PM"
Order,89973118,Customer,13073796,0002003873,"2003873 - PRIYA AGRO ENTERPRISES - NAMAKKAL","67/ 129, PARAMATHY ROAD,,  Kamaraj Nagar, NAMAKKAL, Tamil Nadu, India, 637001",NAMAKKAL,DISTRIBUTOR,No,11.218936600000,78.167365200000,2026-01-29,12:50:48,239808,"Varshini Kumar_SALEM",C36,"Territory Manager",239807,"JEEVA RAMALINGAM_SALEM","Trichy Warehouse",A772,Orders,"Order from 2003873 - PRIYA AGRO ENTERPRISES - NAMAKKAL",,,11.5117321,78.3444541,,37848.9,"29 Jan 2026 12:50:49 PM"
Workflow,34181334,Customer,14187675,"-- --",nilesh,"khimlavda,  , Jalalpura, Indore Division, Madhya Pradesh, India, 453115",Jalalpura,Farmer,No,22.906818200000,75.566446700000,2026-01-29,12:50:32,246798,"Rahul pandya_Goutampura",3379326,"Sales Rep",242396,"CHANDRAPAL SHEKHAWAT_INDORE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.9853856,75.524546,"1, Tanvi automobile, beside Tanvi automobile, Gautampura, Runji Gautampura, Madhya Pradesh 453220, India",9732.52,"29 Jan 2026 12:50:32 PM"
"Customer Creation",18996187,Customer,18996187,"-- --","Gurmail singh ","surajgarh, R, Patiala, Patiala, Punjab, India, 140401",Patiala,Farmer,No,,,2026-01-29,12:50:30,274164,"HARDEEP SINGH",3821309,"Sales Rep",238149,"Vinod Kumar Chaubey_PATIALA",A123-Ludhiana,A123,"New Retailer","Gurmail singh ",,,,,,NA,"29 Jan 2026 12:50:30 PM"
Order,89973085,Customer,14161439,0002020274,"2020274 - NEW SRI ROYAL AGRO AGENCIES","2/428-182A-1,  Santosh Nagar Colony, NANDYAL, Kurnool, Andhra Pradesh, India, 518501",NANDYAL,DISTRIBUTOR,No,15.837786500000,78.009179400000,2026-01-29,12:50:21,262124,"Kottinto Sitarami Reddy_NANDAYAL",C21,"Territory Manager",240516,"Levidi Manikya Reddy_Kurnool",Vijayawada,A732,Orders,"Order from 2020274 - NEW SRI ROYAL AGRO AGENCIES",,,15.4860948,78.4885266,,64520.1,"29 Jan 2026 12:50:21 PM"
"Customer Creation",18996186,Customer,18996186,"-- --",Ramurthya,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:50:04,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Ramurthya,,,,,,NA,"29 Jan 2026 12:50:05 PM"
"Customer Creation",18996184,Customer,18996184,"-- --","Marasamy ","Chennampatti , Chennampatti , Anthiyur , Jarathal, Erode, Tamil Nadu, India, 638504",Jarathal,Farmer,No,11.712347600000,77.674210100000,2026-01-29,12:49:44,251478,"DIVID PL_ANTHIYUR",3466378,"Sales Rep",239791,Vetrivel.G_ERODE,"Trichy Warehouse",A772,"New Retailer","Marasamy ",,,11.7123476,77.6742101,"PM6F+R4, Jarathal, Tamil Nadu 638504, India",NA,"29 Jan 2026 12:49:44 PM"
"Customer Creation",18996183,Customer,18996183,"-- --",Raghupati,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:49:33,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Raghupati,,,,,,NA,"29 Jan 2026 12:49:34 PM"
"Start Day",3115214,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:34:19,241103,"Pritam Dey_Hooghly",D03,"Territory Manager",241098,"Sumit Sarkar_South Bengal",,,"Day Started","Day Started",,,23.0071086,87.5356034,,NA,"29 Jan 2026 12:49:23 PM"
"Customer Creation",18996181,Customer,18996181,"-- --",Lakshmipathi,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:49:14,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Lakshmipathi,,,,,,NA,"29 Jan 2026 12:49:16 PM"
"Customer Creation",18996180,Customer,18996180,"-- --","Selvaraj ","Chennampatti , Chennampatti , Anthiyur , Jarathal, Erode, Tamil Nadu, India, 638504",Jarathal,Farmer,No,11.712347600000,77.674210100000,2026-01-29,12:49:10,251478,"DIVID PL_ANTHIYUR",3466378,"Sales Rep",239791,Vetrivel.G_ERODE,"Trichy Warehouse",A772,"New Retailer","Selvaraj ",,,11.7123476,77.6742101,"PM6F+R4, Jarathal, Tamil Nadu 638504, India",NA,"29 Jan 2026 12:49:11 PM"
"Visit Note",10812102,Customer,16316665,"-- --","Agros Raithu seva kendram harikrishna","chtyl, chtyl, Chityal, Telangana, India, 506356",Chityal,Retailer,No,18.329347600000,79.675569300000,2026-01-29,12:49:03,240587,"Md Arisf",3373797,"Sales Rep",240481,"Vacant SO_parkala","A735 -CFA Hyderabad",A735,"Customer Note","Retailer visit",,,18.3294617,79.67496,"8MHF+PXW, Chityal, Telangana 506356, India",65.5501,"29 Jan 2026 12:49:04 PM"
Order,89972996,Customer,13073878,0002019963,"2019963 - SRI KALIAMMAN AGRO SERVICE","210, MAIN ROAD, KARIMANGALAM, KARIMANGALAM, DHARMAPURI, Tamil Nadu, India, 635111",KARIMANGALAM,DISTRIBUTOR,No,12.310796200000,78.203188700000,2026-01-29,12:49:02,239809,"BALACHANDAR B_DHARMAPURI",D4,"Territory Manager",239807,"JEEVA RAMALINGAM_SALEM","Trichy Warehouse",A772,Orders,"Order from 2019963 - SRI KALIAMMAN AGRO SERVICE",,,12.3107719,78.2031927,"210, MAIN ROAD, KARIMANGALAM, KARIMANGALAM, DHARMAPURI, Tamil Nadu, 635111",2.73657,"29 Jan 2026 12:49:04 PM"
"Customer Creation",18996177,Customer,18996177,"-- --",Papanna,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:48:53,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Papanna,,,,,,NA,"29 Jan 2026 12:48:55 PM"
Workflow,34181266,Customer,13060918,"-- --","Moreswarji Khankhure ","Adam ,  , Navegaon, Nagpur Division, Maharashtra, India, 441210",Navegaon,Farmer,No,21.005262900000,79.461427900000,2026-01-29,12:48:40,238972,"Yuvraj Haribhau Bhuyar",,"Sales Rep",238962,"Kunal Gawande _Nagpur","CFA - Akola",A522,"Farmer Revisit","Farmer Revisit",,,21.000017,79.4505266,"2F22+364, Adam Rd, Adam, Maharashtra 441210, India",1273.07,"29 Jan 2026 12:48:42 PM"
"Customer Creation",18996173,Customer,18996173,"-- --",Sursh,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:48:17,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Sursh,,,,,,NA,"29 Jan 2026 12:48:19 PM"
"Visit Note",10812087,Customer,16903617,"-- --","Vithayi krushi seva kendra magasuli ","magasuli , magasuli , kagawad , Mangasuli, Belgaum Division, Karnataka, India, 591234",Mangasuli,Retailer,No,16.732089200000,74.837524700000,2026-01-29,12:48:08,260718,"Mohan Maragale",3695893,"Sales Rep",240322,"Sachin Tammaraya_BELGAUM",CFA-Bellary,A753,"Customer Note","grapes dealer visit",,,16.7316183,74.8374472,"PRJP+HXQ, Mangasuli, Karnataka 591234, India",53.0055,"29 Jan 2026 12:48:08 PM"
"Visit Note",10812086,Customer,15027562,"-- --","Basaweswar krushi seva kendra ","kajibilagi , kajibiligi , Jamkhandi ","-- --",Retailer,No,,,2026-01-29,12:48:07,277082,"SHREEPAD KASAR",3861966,"Sales Rep",231719,"RAVIKUMAR BASANNA _bagalkot",CFA-Bellary,A753,"Customer Note","delar visit",,,,,,NA,"29 Jan 2026 12:48:08 PM"
"Customer Creation",18996172,Customer,18996172,"-- --",Mohanbhai,"Majevadi, J, Junagadh, Junagadh , Gujarat, India, 362011",Junagadh,Farmer,No,,,2026-01-29,12:48:04,282727,"Birari Avani",,"Sales Rep",239268,"Karan Hadvani_Junagadh",CFA-Ahemdabad,A621,"New Retailer",Mohanbhai,,,,,,NA,"29 Jan 2026 12:48:06 PM"
"Customer Creation",18996169,Customer,18996169,"-- --",Subbiha,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:47:48,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Subbiha,,,,,,NA,"29 Jan 2026 12:47:49 PM"
"Customer Creation",18996168,Customer,18996168,"-- --","BANAMALI BAR","12, Gulipatna, U, Umerkote, Southern Division, Odisha, India, 764073",Umerkote,Farmer,No,19.664643900000,82.208497700000,2026-01-29,12:47:43,242486,"CHINMAYA KUMAR PATTANAYAK",2570507,"Sales Rep",268133,"PARAMITA PRIYADARSHANI_Jeypore",Bhubaneshwar,A811,"New Retailer","BANAMALI BAR",,,19.6646439,82.2084977,"M675+VCC, SH 39, Gulipatna, Umerkote, Odisha 764073, India",NA,"29 Jan 2026 12:47:45 PM"
"Visit Note",10812080,Customer,17066058,"-- --","Kuswaha pesticides ","7, andeshnagar , Lakhimpur , Andesh Nagar, Lucknow Division, Uttar Pradesh, India, 262701","Andesh Nagar",Retailer,No,28.026679600000,80.753339100000,2026-01-29,12:47:38,269077,"Vinay Kumar",,"Sales Rep",239609,"Salman Hussain _Lakhimpur",A183-LUCKNOW,A183,"Customer Note","sale plan",,,28.0267833,80.7533017,"2QG3+J8V, Andesh Nagar, Belihan, Uttar Pradesh 261506, India",12.1006,"29 Jan 2026 12:47:41 PM"
Tourvisit,16142563,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:47:30,274518,"Uppala pavan kumar",3833501,"Sales Rep",240487,"Lakshman Nallapati_TADEPALLIGUDEM",,,Others,"sri polamba rythu depo mamidipalli village ",,,18.6093233,83.17952,"J55H+MJJ, Mamidipalli, Maripalle, Andhra Pradesh 535593, India",NA,"29 Jan 2026 12:47:32 PM"
Order,89972883,Customer,13073878,0002019963,"2019963 - SRI KALIAMMAN AGRO SERVICE","210, MAIN ROAD, KARIMANGALAM, KARIMANGALAM, DHARMAPURI, Tamil Nadu, India, 635111",KARIMANGALAM,DISTRIBUTOR,No,12.310796200000,78.203188700000,2026-01-29,12:47:27,239809,"BALACHANDAR B_DHARMAPURI",D4,"Territory Manager",239807,"JEEVA RAMALINGAM_SALEM","Trichy Warehouse",A772,Orders,"Order from 2019963 - SRI KALIAMMAN AGRO SERVICE",,,12.3106947,78.2032061,"210, MAIN ROAD, KARIMANGALAM, KARIMANGALAM, DHARMAPURI, Tamil Nadu, 635111",11.4426,"29 Jan 2026 12:47:29 PM"
Workflow,34181211,Customer,16255241,"-- --","Govardhan Burade ","Adam ,  , kuhi , Adam, Nagpur Division, Maharashtra, India, 441210",Adam,Farmer,No,20.998265400000,79.451786700000,2026-01-29,12:47:10,238972,"Yuvraj Haribhau Bhuyar",,"Sales Rep",238962,"Kunal Gawande _Nagpur","CFA - Akola",A522,"Farmer Revisit","Farmer Revisit",,,20.9999967,79.4505184,"2F22+364, Adam Rd, Adam, Maharashtra 441210, India",233.218,"29 Jan 2026 12:47:12 PM"
Workflow,34181205,Customer,14624476,"-- --","Mahesh Chalkhore ","Kari, Pangri , Barshi, Kari, Pune Division, Maharashtra, India, 413404",Kari,Farmer,No,18.242574700000,75.913625200000,2026-01-29,12:47:01,249968,"Omkar Sudhakar Gaikwad",3437430,"Sales Rep",239454,"Samdhan devkatte _Osmanabad","CFA - Pune",A521,"Farmer Revisit","Farmer Revisit",,,18.2425977,75.9137572,"6WR7+VGG, Kari, Maharashtra 413404, India",14.1724,"29 Jan 2026 12:47:04 PM"
Workflow,34181195,Customer,18862746,"-- --",Raju,"kalwakole , kalwakole , kollapur , Wanaparthy, Mahabub Nagar, Andhra Pradesh, India, 509102",Wanaparthy,Farmer,No,,,2026-01-29,12:46:50,274609,"Katagoni Ramesh Goud",3827157,"Sales Rep",245002,"M SUNEEL KUMAR_Gadwal",Vijayawada,A732,"Farmer Revisit","Farmer Revisit",,,16.1929761,78.3216312,"58RC+H2, Narlapuram, Telangana 509102, India",NA,"29 Jan 2026 12:46:53 PM"
Workflow,34181191,Customer,13738522,"-- --","rajnesh ji ","banjari , banjari , Gadi, Indore Division, Madhya Pradesh, India, 451221",Gadi,Farmer,No,22.217820600000,75.789841300000,2026-01-29,12:46:44,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Farmer Revisit","Farmer Revisit",,,22.2714683,75.7997733,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",6052.01,"29 Jan 2026 12:46:46 PM"
"Customer Creation",18996163,Customer,18996163,"-- --",Tanvir,"Bharkach, B, Sehore, Sehore, Madhya Pradesh, India, 466448",Sehore,Farmer,No,,,2026-01-29,12:46:42,278026,"Vikash Giri",3887659,"Sales Rep",242403,"Chetan Singh_BHOPAL",Indore,A641,"New Retailer",Tanvir,,,,,,NA,"29 Jan 2026 12:46:43 PM"
"Customer Creation",18996161,Customer,18996161,"-- --",Narshinhbhai,"Majevadi, J, Junagadh, Junagadh , Gujarat, India, 362011",Junagadh,Farmer,No,,,2026-01-29,12:46:39,282727,"Birari Avani",,"Sales Rep",239268,"Karan Hadvani_Junagadh",CFA-Ahemdabad,A621,"New Retailer",Narshinhbhai,,,,,,NA,"29 Jan 2026 12:46:41 PM"
"Visit Note",10812068,Customer,17392546,"-- --","Krushimitra agro agency","mandal road, 3893, Siddharth Nagar, Shirpur , Shirpur-Warwade, Nashik Division, Maharashtra, India, 425405",Shirpur-Warwade,Retailer,No,21.344387500000,74.883137600000,2026-01-29,12:46:21,276068,"Yogesh Gulabrao Salve",3699331,"Sales Rep",263845,"Ananta Mankar_dhule","CFA - Akola",A522,"Customer Note","Visit for order purpose",,,21.3449407,74.8804411,"8VVJ+X49, Shirpur Rd, Krantinagar, Shirpur, Shirpur-Warwade, Maharashtra 425405, India",285.951,"29 Jan 2026 12:46:22 PM"
Workflow,34181176,Customer,13738545,"-- --","radheshyam ji","banjari , banjari , Gadi, Indore Division, Madhya Pradesh, India, 451221",Gadi,Farmer,No,22.217855300000,75.789802800000,2026-01-29,12:46:20,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Spot Demo","Spot Demo",,,22.2714567,75.7997667,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",6047.49,"29 Jan 2026 12:46:21 PM"
Workflow,34181175,Customer,17649096,"-- --","Korrapadu _ananthpur",street,"-- --","Farmer Group",No,,,2026-01-29,12:46:18,272250,M.GANESH,3795207,"Sales Rep",240517,"Pamidi Jabiullah_ananthpur",Vijayawada,A732,"Small Group Meeting","Small Group Meeting",,,14.9745397,78.3156801,"X8F8+R63, T Kammavaripalli, Kallutla, Andhra Pradesh 516432, India",NA,"29 Jan 2026 12:46:20 PM"
Workflow,34181166,Customer,12753408,"-- --","Borunda-RAJASTHAN NORTH","Street,  , Borunda, Jodhpur Division, Rajasthan, India, 342604",Borunda,"Farmer Group",No,26.468975700000,73.806143700000,2026-01-29,12:45:54,238219,"Rajendra Bhanwriya",2839947,"Sales Rep",238101,"naveen sanodiya_JODHPUR","A202-SRI GANGANAGAR",A202,"Small Group Meeting","Small Group Meeting",,,26.4685911,73.7924335,"FQ9R+8W4, Borunda, Rajasthan 342604, India",1365.31,"29 Jan 2026 12:45:54 PM"
Workflow,34181157,Customer,18660104,"-- --","Vijay ji","karahi, karahi, B, Katargaon, Indore Division, Madhya Pradesh, India, 451220",Katargaon,Farmer,No,22.220266700000,75.798480000000,2026-01-29,12:45:38,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Spot Demo","Spot Demo",,,22.2713533,75.7995083,"7QCX+QPF, Karhi, Madhya Pradesh 451220, India",5681.28,"29 Jan 2026 12:45:40 PM"
Tourvisit,16142551,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:45:39,281284,"Chinta Anjaneyulu",3941494,"Sales Rep",240511,"Kishore Reddy _Piduguralla",,,"Beginning of the day","palan Nadu Patidar",,,16.2356287,80.0540308,"63P3+6JG, వినుకొండ రోడ్, పనసతోట, బారంపేట్, నరసరావుపేట, ఆంధ్ర ప్రదేశ్ 522601, India",NA,"29 Jan 2026 12:45:40 PM"
"Customer Creation",18996155,Customer,18996155,"-- --",Laljibhai,"Majevadi , J, Junagadh, Junagadh, Gujarat, India, 362011",Junagadh,Farmer,No,,,2026-01-29,12:45:28,282727,"Birari Avani",,"Sales Rep",239268,"Karan Hadvani_Junagadh",CFA-Ahemdabad,A621,"New Retailer",Laljibhai,,,,,,NA,"29 Jan 2026 12:45:31 PM"
Workflow,34181146,Customer,16190956,"-- --","Gandabhai ","Moti Jaghdhr ,  , mahuva , Moti Jagadhar, Gujarat, India, 364130","Moti Jagadhar",Farmer,No,21.227972500000,71.910821000000,2026-01-29,12:45:18,239284,"Kalubhai Bhayabhai Kapdiya_CA_Mahuva",3274035,"Sales Rep",239264,"Deepak Chaturvedi_Bhavnagar",CFA-Ahemdabad,A621,"Farmer Revisit","Farmer Revisit",,,21.2281946,71.9109135,"Mahuva - Bhavnagar Hwy, opp. BHAGUDA ROAD, Moti Jagadhar, Bhavnagar, Gujarat 364295, India",26.4909,"29 Jan 2026 12:45:20 PM"
Order,89972717,Customer,13128194,0002004852,"2004852 - KISHAN AGRO CENTRE - AMOD","STATION RD, NR BHAGYODAY CINEMA,, AT & PO AMOD, VADODARA, Gujarat, India, 391240","AT & PO AMOD",Dealer,No,,,2026-01-29,12:45:12,239261,"Manoj Singh_vadodara",B20,"Territory Manager",239425,"Nhanu Jadhav_ahmedabad",CFA-Ahemdabad,A621,Orders,"Order from 2004852 - KISHAN AGRO CENTRE - AMOD",,,21.979835,72.8725867,,NA,"29 Jan 2026 12:45:12 PM"
Workflow,34172196,Customer,12332413,0002019148,"2019148 - SAHANA ENTERPRISES - SEEGEPURA","11 & 12, KEMPANNA BUILDING,, MALUR, KOLAR, Karnataka, India, 563130",MALUR,DISTRIBUTOR,No,,,2026-01-29,12:44:25,231721,"Mahesh R_KOLAR",C15,"Territory Manager",231716,"HariHara MurthyN-BANGALOR","CFA - Bangalore",A754,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 12:44:36 PM"
Workflow,34181121,Customer,13706156,"-- --","agpur _KANPUR","muktapur ,  , Muktapur, Kanpur Division, Uttar Pradesh, India, 209121",Muktapur,"Farmer Group",No,26.317611100000,80.091693800000,2026-01-29,12:44:31,250600,"Nitin Singh_Moosanagar",3454089,"Sales Rep",238125,"Raghvendra Singh_KANPUR",A183-LUCKNOW,A183,"Small Group Meeting","Small Group Meeting",,,26.4452201,80.2894327,"C7WQ+2QX, Neemeshwar MahaMandir Society, Ratan Lal Nagar, Kanpur, Uttar Pradesh 208022, India",24275.2,"29 Jan 2026 12:44:32 PM"
"Customer Creation",18996148,Customer,18996148,"-- --","Vinod Dahake ","Adam ,  , Kuhi , Adam, Nagpur Division, Maharashtra, India, 441210",Adam,Farmer,No,20.999996700000,79.450516700000,2026-01-29,12:44:21,238972,"Yuvraj Haribhau Bhuyar",,"Sales Rep",238962,"Kunal Gawande _Nagpur","CFA - Akola",A522,"New Retailer","Vinod Dahake ",,,20.9999967,79.4505167,"2F22+364, Adam Rd, Adam, Maharashtra 441210, India",NA,"29 Jan 2026 12:44:23 PM"
Workflow,34172196,Customer,12332413,0002019148,"2019148 - SAHANA ENTERPRISES - SEEGEPURA","11 & 12, KEMPANNA BUILDING,, MALUR, KOLAR, Karnataka, India, 563130",MALUR,DISTRIBUTOR,No,,,2026-01-29,12:44:00,231721,"Mahesh R_KOLAR",C15,"Territory Manager",231716,"HariHara MurthyN-BANGALOR","CFA - Bangalore",A754,"Payment Tagging Information","Payment Tagging Information",,,,,,NA,"29 Jan 2026 12:44:11 PM"
Workflow,34181106,Customer,13706156,"-- --","agpur _KANPUR","muktapur ,  , Muktapur, Kanpur Division, Uttar Pradesh, India, 209121",Muktapur,"Farmer Group",No,26.317611100000,80.091693800000,2026-01-29,12:44:00,250600,"Nitin Singh_Moosanagar",3454089,"Sales Rep",238125,"Raghvendra Singh_KANPUR",A183-LUCKNOW,A183,"Small Group Meeting","Small Group Meeting",,,26.4452201,80.2894327,"C7WQ+2QX, Neemeshwar MahaMandir Society, Ratan Lal Nagar, Kanpur, Uttar Pradesh 208022, India",24275.2,"29 Jan 2026 12:44:01 PM"
Tourvisit,16142547,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:43:49,281042,JEGADEESAN M,3940650,"Sales Rep",239765,"Sakthivel B _Kancheepuram",,,"Beginning of the day","watermelon field visit in ",,,12.4322934,80.0393422,"C2MQ+WJ, Akkinambattu, Tamil Nadu 603312, India",NA,"29 Jan 2026 12:43:50 PM"
Order,89972621,Customer,12770922,0002007905,"2007905 - MAREJA ENTERPRISES - PILIBANGAN","NEW GRAIN MARKET,  , PILIBANGAN, HANUMANGARH, Rajasthan, India, 335803",PILIBANGAN,DISTRIBUTOR,No,29.483823700000,74.074951700000,2026-01-29,12:43:48,238108,"Dheeraj  singh_Hanumangarh",B24,"Territory Manager",238098,"Vacant-TL-North Rajasthan",A201-JAIPUR,A201,Orders,"Order from 2007905 - MAREJA ENTERPRISES - PILIBANGAN",,,29.4839594,74.0752019,"NEW GRAIN MARKET,  , PILIBANGAN, HANUMANGARH, Rajasthan, 335803",28.5326,"29 Jan 2026 12:43:49 PM"
"Customer Creation",18996143,Customer,18996143,"-- --",Naidu,"Tippareddy, A, Nandyal, Kurnool, Andhra Pradesh, India, 518543",Nandyal,Farmer,No,,,2026-01-29,12:43:40,274616,"Parvathaneni Vamsivamshi",3827014,"Sales Rep",262124,"Kottinto Sitarami Reddy_NANDAYAL",Vijayawada,A732,"New Retailer",Naidu,,,,,,NA,"29 Jan 2026 12:43:41 PM"
"Start Day",3115040,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:43:23,250600,"Nitin Singh_Moosanagar",3454089,"Sales Rep",238125,"Raghvendra Singh_KANPUR",,,"Day Started","Day Started",,,26.4453152,80.2894258,,NA,"29 Jan 2026 12:43:24 PM"
Workflow,34181069,Customer,13752093,"-- --","lokesh ji ","palsud, palsud , Pipliya Bujurg, Indore Division, Madhya Pradesh, India, 451225","Pipliya Bujurg",Farmer,No,22.224372800000,75.875835200000,2026-01-29,12:43:06,242423,"AJAY PATEL",2583024,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",Indore,A641,"Spot Demo","Spot Demo",,,22.2714933,75.7998283,,9414.58,"29 Jan 2026 12:43:16 PM"
Order,89972565,Customer,12799681,0002017581,"2017581 - AMAR NATH AND SONS","VILL. BHADAUR, R/O NO 112,, BHADAUR, BARNALA, Punjab, India, 148102",BHADAUR,DISTRIBUTOR,No,,,2026-01-29,12:43:01,238151,"Yatendera Rana_BARNALA",A64,"Territory Manager",239596,"Vacant TL_Punjab",A123-Ludhiana,A123,Orders,"Order from 2017581 - AMAR NATH AND SONS",,,30.4745449,75.3312156,,NA,"29 Jan 2026 12:43:02 PM"
"Visit Note",10812017,Customer,17093145,"-- --","Annadata Agri clinic","Kolhar,  , Kolhar, Belgaum Division, Karnataka, India, 586210",Kolhar,Retailer,No,16.472211000000,75.694390900000,2026-01-29,12:42:45,240320,"Laxman Salagar_bijapur",A45,"Territory Manager",240319,"Vishwaradhya Biradar-HUBLI",CFA-Bellary,A753,"Customer Note","placement purpose.",,,16.47236,75.6941883,"Near Bijapur Road Bus Stand Rd, 2, Kolhar, Karnataka 586210, India",27.2239,"29 Jan 2026 12:42:45 PM"
Tourvisit,16142541,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:42:32,277762,"KARNA BHANU MAHENDAR REDDY",3881682,"Sales Rep",240517,"Pamidi Jabiullah_ananthpur",,,"Beginning of the day","Ayush traders
peddavaduguru",,,15.0203833838359,77.6712210073175,,NA,"29 Jan 2026 12:42:33 PM"
